tune_id,name,alias
113,"Humours, The","['Croith Na Cleití', 'Humords, The', ""Killian's"", ""Martin Roachford's"", 'Scaipeadh Na gCleití', ""Shank's Mare"", 'Shanks Mare', 'Toss The Feathers #1']"
114,Temperance,"['Bowl Of Coffee, The', 'Road To Newbridge, The', 'Teatotaler, The', ""Teatotaler's Fancy, The"", ""Teatotaler's, The"", 'Teatotalers, The', 'Teatotaller, The', ""Teatotaller's Fancy, The"", 'Teatotlers', 'Teetotaler, The', 'Teetotalers, The', 'Teetotaller, The', ""Teetotaller's Fancy, The"", ""Teetotaller's, The"", 'Teetotler, The', 'Temperance, The', 'Temprance, The']"
115,Over The Moor To Maggie,"['Four Green Fields', 'Green Meadow', 'Green Meadow, The', 'Green Meadows', 'Green Meadows, The', 'Little Christmas', ""O'er The Moor To Maggie"", ""Over The Moor To Maggie's"", 'Over The Moore To Maggie', 'Over The Moors To Maggie', 'Rakes Of Abbeyfeale', 'Rakes Of Abeyfale', 'Rowenella']"
116,"Wind That Shakes The Barley, The","['An Ghaoth A Bhogann An Eorna', 'Da Wind Dat Shakes Da Barley', 'Fields Ye Fancy', 'Kerry Lassies, The', 'Little Pack Of Tailors, The', 'Pack Of Tailors, The', 'Wind That Blows The Barly Down, The', 'Wind That Shake The Barley, The']"
118,"Wise Maid, The","['All Around The World', 'Connemara Rake, The', ""Docherty's"", ""Doherty's"", 'Holy Well', 'Tinker Doherty']"
119,"Wren's Nest, The","['Drimneen, The']"
120,"Maids Of Mitchelstown, The","['Chicken In The Saucepan, The', 'Gearrchaile Bhaile Mhistéala', 'Maid Of Mitchelstown, The', 'Maids Of Michelstown, The', 'Maids Of Mitchellstown, The', 'Maids Of Mitchelltown, The', 'Ogmhna Bhaile Mhisteala', 'Ógṁná Ḃaιle Ṁisteála']"
124,Paddy Fahey's,"[""Fahey's Fiddle"", ""Matt Haye's"", ""Matt Haye's No. 1"", ""Matt Haye's No. 2"", ""Matt Hayes'"", ""Matt Hayes's N°2"", ""Matt Hayes's No. 2"", ""Paddy Fahey's Jig #1"", ""Paddy Fahey's Jig No. 1"", ""Paddy Fahey's Jig No. 13"", ""Paddy Fahy's"", ""Paddy Fahy's Jig #1"", ""Paddy Fahy's Jig No. 1"", ""Tom Fleming's""]"
125,Within A Mile Of Dublin,"['A Mile From Dublin', 'I BhFoisceacht Míle Do Bhaile Átha Cliath', 'Kerry Lasses, The', 'Maid Of Ballintra, The', 'Meadow In Bloom, The', 'Road To Dublin, The', 'Through The Fields', ""You're A Long Time Courting""]"
129,Dr. Gilbert's,"['Dispute At The Crossroads', 'Dispute At The Crossroads, The', 'Doctor Gilbert', ""Doctor Gilbert's"", ""Doctor Gilbert's Fancy"", 'Donegal Gilbert', 'Dr Gilbert', ""Dr Gilbert's"", 'Dr. Gilbert', ""Dr. Gilbert's Fancy"", ""Dr. Gilbert's Fancy Concert"", ""Lord Gilbert's""]"
131,Young Tom Ennis,"['Banshee That Wailed Over The Mangle Pit, The', 'Banshee Wailing Over The Mangle Pit, The', ""Banshee's Wail Over The Mangle Pit, The"", ""Banshee's Wail Over The Mango Pit, The"", ""Banshee's Wail, The"", ""Martin Hayes'"", ""Scully Casey's"", 'Young Tom Ennis, The']"
132,Eileen Curran,"[""Eileen Curran's"", 'Eileen Curren', ""Eillie Curran's"", 'John Stewart', ""Sailor's Return, The"", 'Sailors Set On Shore']"
133,"Big Reel Of Ballynacally, The","['Big Kerry, The', 'Big Reel Of Ballinacally, The', 'Big Reel Of Ballinakelly, The', 'Big Reel Of Caligahoun, The', 'Big Reel Of Callightown, The', 'Big, The', 'Great Reel Of Ballincolla, The', 'Ril Mhor', 'Ril Mhor Bhaile An Chalaidh', 'Ríl Mhór Bhaile An Chalaidh', 'Ril Mhor Na Bhaile An Calaidh', 'Ril Mor']"
134,"Strayaway Child, The","['Breakaway Child, The']"
136,Tie The Bonnet,"['Down With The Mail', 'Green Gate, The', 'In And Out The Harbour', 'Janet Tied The Bonnet Tight', 'Jeannie Tied The Bonnet Tight', 'Jennie, Tie The Bonnet', 'Jenny Lace Your Tight', 'Jenny Lace Your Tights', 'Jenny Tie The Blanket', 'Jenny Tie The Bonnet', 'Jenny Tie Your Bonnet', 'Jenny Tied The Bonnet Tight', 'Jenny, Tie The Bonnet', 'Jenny, Tie Your Bonnet', 'Lassie Tie Your Bonnet', 'Lassies Tie Your Bonnets', ""Lizzie's Bonnet"", ""Rambler's Rest"", ""Rambler's Rest, The"", 'Tie The Bonnet Tight', 'Tie The Ribbons', 'Tie Your Bonnet', 'Tiger Vomit', 'Upstairs In A Tent']"
137,"Champion, The","['Gigue De La Rivière Du Loup', 'Smash', ""Spoke's"", ""Spokes'""]"
138,Toss The Feathers,"['Croith Na Cleití', 'Toss The Feathers #2']"
139,"Kerfunten, The","['Ag Cur Funchin', ""Hammy Hamilton's"", ""Hammy's"", ""John & Judy Carroll's"", 'Kerfeunteun, The', 'Kerfunken, The', 'Kerfuntan, The', 'Kerfunteun, The']"
140,Tommy's Tarbukas,"['Bang On The Floor', 'Old Sparky', ""Tommy's Darabuka"", ""Tommy's Darabukas"", ""Tommy's Darbuka"", ""Tommy's Darbukas"", ""Tommy's Tarabuka"", ""Tommy's Tarabukas"", ""Tommy's Tarboukas"", ""Tommy's Tarbuka""]"
141,"Humours Of Tulla, The","['Boys Of Tulla, The', 'Humours Of Tullagh, The', 'Humours Of Tullah, The', 'Kilmaley, The', 'Kilmayley', 'Mrs Crehans', 'Sonny Martin', ""Sonny Martin's"", 'Tulla, The']"
142,"Boyne Hunt, The","['Highland Skip, The', 'Lady Carberry', 'Molly Maguire', 'Molly McGuire', 'Over The Lakes', 'Perth Hunt, The', 'Perthshire Hunt, The', ""Sailor's Trip To Liverpool, The"", 'Scéal Na gCapali', 'Thomas A Carta', 'Tom The Blacksmith']"
143,"Traveller, The","['Carpenter, The', ""Carpenter's"", ""Carpenter's, The"", 'La Voyager', ""Laborer's"", ""Laborer's, The"", 'Le Reel De Voyageur', 'Le Reel Des Ouvriers', 'Reel Des Voyageurs', 'Traveler', 'Traveler, The', ""Traveler's"", 'Travelers', ""Traveller's, The"", 'Walker St.', 'Walker Street', 'Walker Street Hornpipe', 'Walking The Street']"
144,"Bashful Bachelor, The","['Courting Them All', 'Moving Bogs, The', 'Na Portaigh Chreathacha']"
145,"Handsome Young Maidens, The","['Handsome Young Lasses, The', 'Handsome Young Maid', 'Handsome Young Maiden, The', 'Handsome Young Maids, The', 'New York, The']"
146,"Humours Of Winter, The","['Humors Of Winter, The', 'Sugra Na Geimhreadh']"
147,"Three Sea Captains, The","['Three Captains', 'Three Captains, The']"
148,Dever The Dancer,"['Deever The Dancer', 'Denver The Dancer', 'Devero The Dancer', ""Mickey Doherty's"", ""Paschal's""]"
149,Murphy's,"[""Din Tarrant's""]"
150,Paddy Fahey's,"[""Fahey's Flight"", ""Fahey's Tractor"", 'Inneoin An Ġaḃa', ""Paddy Fahey's No. 3"", ""Paddy Fahy's"", ""Paddy Fahy's 14"", ""Paddy Fahy's No. 14"", 'Pádí Ó Faṫaiġ #14', ""Reavy's No. 4""]"
151,"Tar Road To Sligo, The","['An Bóthar Mór So Sligeach', 'An Bóthar Tarra Go Sligeach', 'Coach Road To Sligo, The', ""Coleman's"", 'Green Fields Of Ardkiernan, The', 'High Road To Sligo, The', 'Humours Of The Whiskey, The', 'Road To Sligo, The']"
152,Cleaning The Hen House,"['Cleaning The Chicken House', 'Cleaning The Henhouse', 'Glanadh Chró Na gCearc']"
153,Sweet Biddy Of Ballyvourney,"['Cailini Deasa Mhuigheo', 'Ceol Na Ceartan', 'Ceol Na gCeartan', 'Forge Music, The', ""Irishman's Love, The"", 'Sweet Biddy Of Baile Bhúirne', 'Sweet Biddy Of Baile Mhuirne', ""Tameen's""]"
154,Quille's,"['Ground Ivy, The', ""John Quinn's"", ""Padraig O'Keefe's"", ""Quealy's"", ""Quinn's"", 'Quinns']"
156,Now She's Purring,"[""Callaghan's"", ""Denis Murphy's"", 'Now She Is Purring', 'Ríl Uí Cheallacháin']"
157,Cathleen Hehir's,"[""Catherine Hehir's"", 'Coolea', ""Hehir's"", ""Kathleen Hehir's"", ""Kathleen O'Hehir"", ""Kathleen O'Hehir's"", 'Kishkeam Lasses', 'Kishkeam Lasses, The', ""Kitty O'Hare's"", ""Kitty O'Heir's"", ""McAuliffe's"", 'Rural Felicity']"
158,In And Out The Harbour,"['In And Out Of The Harbour', 'In And Out The Harbor', ""Oot An' In Da Harbour"", 'Out And In The Harbour']"
159,Denis Murphy's,"['Brosna, The', 'Dark Girl In Blue, The', ""Dennis Murphy's"", 'Girl In Dark Blue, The', 'Girl In The Dress, The', 'Gleanntan, The', ""Julia Clifford's"", 'Kerry', ""Murphy's Slides No. 1"", ""Padraic O'Keefe's"", ""Padraig O'Keefe's"", 'Sleamhnan Ghleanntain']"
160,Gallagher's Frolics,"['Banner, The', 'Clare, The', ""Disk Jockey's Dilemma, The"", ""Gallagher's"", ""O'Gallagher's"", ""O'Gallagher's Frolics"", ""Statia Donelly's"", 'Tell Her I Will']"
162,Bill Malley's,"[""Bill O'Malley's"", ""Billy Malley's Schottische""]"
163,Kilnamona,"['Kilnamona Barn Dance', 'Kilnamona Barn Dance, The', 'Kilnamona, The']"
164,"Hen And Her Brood, The","['Hen And Her Clutch, The']"
165,"Merry Sisters, The","['Crossroad, The', ""Margret O'Donnell's"", 'Merry Sisters Of Fate, The', 'Mill-Town Maid', 'Three Merry Sisters Of Fate, The']"
166,"Green Mountain, The","['Grey Chair, The', ""Joe Monaghan's Favourite"", 'McDermotts', ""Mullin's""]"
167,"Dawn, The","['Fáinne An Lae', 'Miller, The', ""Miller's"", ""Miller's, The"", 'Spirit Of 1880']"
168,"Nova Scotia, The","[""Lila MacIsaac's Favourite"", 'Mórtas Shliabh Eachtaí', ""Nova Scotia, Lila MacIsaac's Favorite, The"", ""Nova Scotia, Lila MacIsaac's Favourite, The"", 'Pride Of Slieve Aughty, The', ""Sean Ryan's""]"
169,Gusty's Frolics,"['Galway Jig, The', ""Gurty's Frolic"", ""Gurty's Frolics"", ""Gusty Frolic's"", ""Gusty's Frolicks"", 'Súgradh Aibhistín']"
170,"Laird Of Drumblair, The","[""Laird O'Drumblair"", ""Laird O'Drumblair, The"", 'Lord Of Drumblair, The']"
171,Jimmy Lyons,"[""Francie Dearg's"", ""Francie Dearg's Highland"", 'Highlands', 'Jimi Lyons', ""Jimmy Lyon's"", ""Jimmy Lyon's Highland"", ""Jimmy Lyon's Highland Fling"", ""Jimmy Lyons'"", ""Jimmy Lyons' Highland"", ""Jimmy Lyons' Highland Fling"", ""Miller O' Hirn"", ""Miller O' Hirn, The"", 'Miller Of Hirn', 'Miller Of Hirn, The', ""Simi Docherty's""]"
172,"Iron Man, The","['Ironman, The']"
173,Miss Lyall,"[""Cat That Kittled In James' Wig, The"", ""Cat That Kittled In Jamie's Wig, The"", ""Cat That Kittled On Jamie's Wig, The"", 'Danced With Me The Beautiful Maiden', 'Faill Na Mban Hornpipe', 'Hard By Seifin', 'Miss Lyal', ""Miss Lyall's"", 'Miss Lyle', ""Miss Lyle's"", 'Miss Lylle', 'Panmure House']"
174,"Curlews, The","['Curlew, The', ""Josephine Keegan's"", 'My Granny Went To Lourdes And Drowned In The Pool']"
175,"New Custom House, The","['Custom House, The', ""Kelly's No.3"", 'New Customs House, The', ""Paddy Kelly's""]"
176,"Sandymount, The","[""Marcus Hernon's"", ""Mick Hand's"", 'Sand Mount, The', 'Sandbank, The', 'Sandmount', 'Sandmount, The', 'Sandpiper, The']"
177,Seán Sa Cheo,"['Jack In The Fog', 'John In The Fog', 'John In The Mist', 'John Of The Fog', 'Johnny In The Fog', 'Lough Island Castle', 'Lough Isle Castle', 'New Lough Island Castle, The', 'New Lough Isle Castle, The', 'Sean In The Fog', 'Sean In The Mist', 'Sean Na Cheo', 'Seán Sa Ceo', 'Sean Sa Ceo', 'Seán Sa Cheoidh']"
179,Alice's,"[""Alison's"", ""Allison's"", ""Frankie Gavin's"", ""Paddy Cronin's""]"
180,Father O'Grady's Visit To Bocca,"[""Father Grady's Trip To Bacca"", ""Father Grady's Visit To Bockagh"", ""Father O'Grady's Trip To Bocca"", ""Father O'Grady's Trip To Bockagh"", ""Father O'Grady's Trip To Bucca"", ""Father O'Grady's Visit To Boca"", ""Fr O'Grady's Trip To Bocca"", ""Fr O'Grady's Trip To Broca"", ""Fr O'Grady's Visit To Bocca"", ""Fr. Grady's Visit To Bocca"", ""Fr. O'Grady's Visit To Boca"", ""Fr. O'Grady's Visit To Bocca""]"
181,"Fisherman's Island, The","[""Ed Reavy's"", ""Ed Reavy's Favourite"", ""Reavy's No. 2"", ""Reavy's No. 9"", ""Reavy's No.9"", ""Reevey's""]"
182,"Silver Spear, The","['An tSleá Airgid', 'Joe Mhaire Mhicilin', 'Old Silver Spear, The', 'Silver Tip, The', 'Sliabh Bána', 'Top Of The Cliff, The']"
183,"High Part Of The Road, The","['Ard A Bhothair', 'Ard An Bhothair', 'Ard An Bhothar', 'Ard An Bothair', 'Ard An Bothar', 'Down The Dark Lane', 'Ellen Flanagan', 'Hill On The Road, The', ""Willie Clancy's"", ""Willie Clancy's Fancy"", ""Willy Clancy's""]"
185,Dinny Delaney's,"[""Denis Delaney's"", ""Dinny Delany's"", 'Hag At The Kiln, The', 'Hag In The Kiln, The', 'Old Hag At The Kiln', 'Old Hag At The Kiln, The', 'Old Hag In The Kiln, The', 'Old Hag, The']"
186,Goodbye Miss Goodavich,"['Goodbye Miss Goodridge', 'Goodbye, Miss Goodavich']"
187,Far Away,"['Canadian', 'Canadian, The', 'Faraway, The', ""Kathleen's"", ""Leahy's"", ""Leahy's Set Dance"", ""Marie's"", 'Up Down And Around', 'Walse à Marie', 'Wild Asparagus']"
188,"Glass Of Beer, The","['Chase Her Through The Garden', 'Flight Of The Earls', ""Johnny Maguire's"", 'Jug Of Beer, The', 'Listowel Lasses', ""MacFadden's"", ""McFadden's""]"
189,"Reel With The Birl, The","['Ladies Bonnet', ""Lady's Bonnet, The"", 'Old Drowsy Maggie', 'Reel With A Beryl, The', 'Reel With A Birl, The', 'Reel With Beryl, The', 'Reel With The Berril, The', 'Reel With The Beryl, The', 'Reel With The Beryle, The', 'Reel With The Birl In It, The', 'Reel With The Burl', 'Reel With The Burl, The', ""Tom Clair's Maggie""]"
191,My Mind Will Never Be Easy,"[""My Mind Will Ne'er Be Easy"", 'My Mind Will Never Be Aisy', 'My Mind Will Never Be Aisy', 'My Mind Will Never Be At Ease', 'My Mind Would Never Be Easy', 'Never An Easy Mind', 'Ni Bheidh Mo Aghine Suaimhneach Go Deo', 'Posaid Beathag An Ceárd', 'Pòsaidh Beathag An Ceàrd', 'Whistling Thief, The', ""Woo'd An' Merrit An A""]"
192,Jenny Nettle's Fancy,"[""Jenny Nettle's Fancy"", ""Jenny Nettles' Fancy"", ""Jenny's Fancy"", 'Merry Bachelor, The', ""Paul Montague's"", 'Ríl Thaidhg Diolún', ""Tommy People's"", 'Tommy Peoples']"
194,"Lucky Trapper, The",['Manitou Cassée']
195,"Flogging, The","['Flaggon, The', 'Flagon, The', 'Floggan', 'Floggin, The', ""Floggin'"", ""Floggin', The"", ""Floggin's"", 'Humours Of Bantry Bay, The', ""Kiss The Gunner's Daughter"", 'Newry Lass, The', 'Ríl An Lasctha']"
197,"Star Of Munster, The","['Bright Star Of Munster, The', ""Kitty's Wishes"", 'Munster', ""Munster's Stars"", 'Realt Na Mumhain', 'Star O Munster', 'Stars Of Munster, The']"
200,Splendid Isolation,"[""Brendan McGlinchey's"", ""Brendan McGlinchy's"", ""Brendan's"", 'Farewell To Jim', ""McGlinchey's"", ""McGlinchy's""]"
201,Johnny Doherty's,"[""John Doherty's"", ""Marry When You're Young"", ""Marry While You're Young"", 'West Cork']"
202,Jenny Picking Cockles,"['Jenny Cocking Pickles', 'Jenny Picking Cockels', ""Jenny's Picking Cockles"", 'Sinéidín Ag Baint Gruáin']"
203,Frank Roche's,"['Battle Of Arklow', ""Frank Roche's Favourite"", ""Frank Roche's Favourite Highland Fling"", ""Frank Roche's Highland Fling"", ""Here Awa'"", ""John Roche's Favourite"", 'Lady Ann Hope', 'Lucy Ann Hope', ""Roche's Favourite"", 'Woodford Fling No. 1, The']"
204,"Humours Of Whiskey, The","['High Road To Dublin, The', 'Humors Of Whiskey, The', 'Humours Of Whisky, The', ""Sally Hegarty's"", ""Sally Heggarty's"", 'Thug Me Ruide']"
206,"Mooncoin, The","['Moon Coin, The', 'Mooncoyne, The']"
207,Bunker Hill,"['Cnoc An Ḋún Faoin Talaṁ', 'Cnoc Bhuincéir']"
208,"Congress, The","['An Chomhdháil', 'Concert, The']"
210,"Humours Of Ballyloughlin, The","['Humours Of Ballyloughlan, The', 'Humours Of Derryloughan, The', ""Hurler's March, The"", 'Mairseal Na HIomanaithe', 'Máirseál Na NIománaithe']"
211,Inisheer,"[""Donal De Barra's  Slide"", 'Inis Oir', 'Inis Oirr', 'Inis Oírr', 'Inisfree', 'Inish Iar', 'Inish Oirr', 'Inishere', 'Innisheer']"
212,"Oak Tree, The","['An Crann Darach', 'An Seanchrann Darach', ""Bean A' Ti Ar Lar"", 'Old Oak Tree, The', ""Old Simon's"", ""Old Simon's Hornpipe""]"
215,Mairtin O'Connor's Flying Clog,"['Hounds Of Letterfrack, The', ""Martin O'Conner's Flying Clog""]"
216,"Monsignor's Blessing, The",['Irish Girl']
217,"Orphan, The","[""Miss Casey's"", 'Stolen Child']"
219,"Fermoy Lasses, The","['Connacht Rangers, The', 'Faremoy Lasses, The', 'Fermoy Lassies, The', 'Humours Of Mackin, The']"
221,"Earl's Chair, The",['Cathaoir An Iarla']
222,"Man Of The House, The","[""Carthy's"", 'Crossing The Shannon', 'Day I Met Tom Moylan, The', ""Fear A' Tí"", ""Ginley's Fancy"", 'Man In The House, The', ""McCarthy's"", 'Paddy Carthy', 'Paddy McCarthy', ""Paddy McCarthy's""]"
225,"Mullingar Races, The","['Hunchback, The', 'Mulingar Races, The']"
226,"Convenience, The","['Boys Of Sligo, The', 'Knock On The Door', ""Mark McLoughlin's""]"
227,"Crooked Road To Dublin, The","['An Bóthar Cam', 'Crooked Road, The', 'Gol Agus Gáire Ná HÉireann', 'Smiles & Tears Of Erin', 'Smiles And Tears Of Erin, The']"
228,"Humours Of Ennistymon, The","['Cavan Lasses', 'Copper And Brass', 'Coppers & Brass', 'Coppers And Brass', ""Hardigan's Fancy"", ""Hartigan's Fancy"", 'Hartigans Fancy', 'Humors Of Ennistymon, The', 'Humours Of Inish Dioman, The', ""Paddy's The Boy""]"
229,Dowd's Favourite,"[""Dowd's"", ""O'Dowd's"", ""O'Dowd's Favourite""]"
230,Kit O'Connor's,"[""Kit O'Connor"", ""Kit O'Connors"", 'My Love Is Fair And Handsome']"
231,Paddy O'Carroll,"[""Exile's Lament"", ""Paddy O'Carrol""]"
232,"Walls Of Liscarrol, The","[""Andy Hehir's"", 'Ballaí Lios Cearbhaill', 'Fallaí Luimní', 'Lads On The Mountain, The', 'Little Black Pig, The', 'Walls Of Liscaroll, The']"
233,Forget Me Not,"['Belfast Traveler, The', ""Crehan's"", ""Dan Cronin's"", ""Doherty's"", ""Gerard Cronin's"", ""Gerry Cronin's"", ""Larry Bedican's"", ""Larry Radican's"", ""Larry Redigan's"", ""Martin Rocheford's"", ""Martin Rochford's"", ""Mateusz' Hornpipe"", 'Ril Ghearoid Ui Chroinin', ""Rochford's""]"
234,Farrel O'Gara's,"['Falcarragh, The', ""Faral O'Gara"", ""Farl O'Gara"", ""Farral O'Gara"", ""Farrall O'Gara"", 'Farrel Gara', ""Farrel O'Gara"", 'Farrell Gara', ""Farrell O' Gara"", ""Farrell O'Gara"", ""Farrell O'Gara's"", ""Feargal O'Gara"", ""Fearghaill O'Gara"", 'Fearghal O Ghadra', ""Fearghal O' Gadhra"", ""Fearghal O'Gadhra"", ""Fearghal O'Gara"", ""Fearghal O'Gara's"", ""Fergal O'Gara"", ""Fergal O'Gara's"", ""Ferghal O'Gadhra"", ""Ferral O'Gara""]"
235,Sean Bui,"['Frenchpark, The', ""O'er The Water To Charlie"", ""O'er The Water To Charlie"", 'Over The Water To Charlie', 'Over The Water To Charlie', 'Over The Water ToCharlie', 'Sean Bui', 'Seán Buí', 'Yellow John']"
236,Swinging On The Gate,"[""Charlie Harris's"", 'Swinging On A Gate']"
237,"Blackhaired Lass, The","['Black Haired Lass, The', 'Black-Haired Lass, The', 'Cailín Na Gruaige Doinne', 'Cailín Na Gruaige Duibhe', 'Dark Haired Lass, The', 'Dark-Haired Lass, The', 'Kilcogy, The', 'Molly Will You Do It?', 'Smokey House']"
238,"Ballydesmond, The","['Ballydesmond No. 2, The', 'Cock Your Pistol Charlie', ""Donal De Barra's"", 'Jib, The', ""Manley's"", ""Maurice Manley's"", 'Polca De Ballydesmond']"
239,"Ballydesmond, The","['Ballydesmond No. 1, The', 'Ballydesmond No. 3', ""Blind Tom's"", 'Polca De Ballydesmond', ""Tom Billy's""]"
240,"Silver Spire, The","['An Spiora Airgid', ""Bennett's Favourite"", 'Great Eastern, The', ""O'Byrne's Fancy"", 'Silverspire']"
241,"Old Grey Goose, The","['Gray Goose, The', 'Grey Goose, The', 'Old Goose, The', 'Old Grey Goose, The', 'Rakes Of Kinsale, The']"
243,"Fairy Queen, The","['Bean Righ Na Sibhrach', 'Faery Queen, The']"
244,Carolan's Farewell To Music,"[""Carolan's Farewell"", 'Farewell To Music', ""O'Carolan's Farewell"", ""O'Carolan's Farewell To Music"", ""O'Carolans Farewell"", 'Slán Don Cheol']"
246,James Gannon's,"['Chaff Pool Post', 'Chaffpool Post, The', ""Gannon's"", ""James Cannon's"", 'James Gannon', ""James Gannon's Clog"", ""Jamesy Gannon's"", 'Merry Priest, The', 'Shannon Waves', 'Shannon Waves, The']"
248,Tam Lin,"['An Glaschú', 'Glasgow , The', ""Glasgow's"", 'Howling Wind', 'Tam Lin, The', ""Tam Lin's"", 'Tam Linn', ""Tam Linn's"", 'Tam Lyn', ""Tam Lyn's"", ""Tam Lynn's"", 'Tamalinn', 'Tamblin', 'Tamlin, The', 'Tamlinn', 'Tamlins', 'Tamlyn', ""Tamlyn's"", ""Tamlynn's"", 'Tammlin', ""Tom Lyn's""]"
249,"Road To Lisdoonvarna, The","['All The Way To Galway', 'All The Ways To Galway', 'Flash Away The Pressing Gang', 'Road To Listonvarna']"
251,"Way To Judique, The","['Judique', 'Judique, The', ""Patsy's No. 1""]"
252,Follow Me Down To Milltown,"['Dances Of Kilfenora', 'Kilfenora Barndances #1, The', 'Kilfenora Barndances No. 1, The', 'Kilfenora Barndances, The', 'Kilrush Polka, The', 'Kilrush Polkas #1, The', 'Kilrush Polkas No. 1, The', 'Kilrush, The']"
256,"Mist Covered Mountain, The","['Ceo Ṡléiḃe', 'Chi Mi Na Morbheanna', 'Dollymount, The', ""Junior Crehan's"", 'Mist Covered Mountains, The', 'Mist On The Mountain, The', 'Mist-covered Mountain, The', 'Misty Covered Mountain, The', 'Misty Mountain, The']"
257,Mother's Delight,"['Lúċáir Ar Máṫair', ""Mother's Delight, The"", 'Mothers Delight', ""Sean Frank's""]"
258,"Westbrook Bell, The",['Westbrook Muster']
259,"Devil's Dream, The","[""De'il Amang The Tailors"", ""De'il Amang The Taylors"", ""De'il Amang The Taylors, The"", ""De'il Among Da Tailors"", ""De'il Among The Tailors"", ""De'il Among The Tailors, The"", ""De'il Among The Taylors"", ""De'il Among The Taylors, The"", ""De'il Amongst The Tailor"", ""De'il Amongst The Tailors"", ""De'll Amang The Tailors"", 'Deil Among The Tailors', 'Devil Among The Tailors, The', 'Devil Among The Taylors', 'Devil Among The Taylors, The', 'Devil Amongst The Tailors, The', 'Le Rêve Du Diable', 'Reel Du Diable']"
261,"Ships In Full Sail, The","['An Buachallín Buide', 'An Long Faoi Lanseol', ""Arigna's Green Vale"", 'Bouchaleen Buidhe, The', 'Faraway Wedding, The', ""Grainne's"", ""John Naughton's"", ""Kitty's Wedding"", 'Paddy The Dandy', 'Prize, The', 'Ship In Full Sail', 'Ship In Full Sail, The', 'Ship Is In Full Sail, The', 'Ships Are Sailing', 'Ships Are Sailing, The']"
263,Porthole Of The Kelp,"[""Bobby Casey's"", 'Farewell To Camden Town', 'Happy To Part', 'Port Hole In The Kelp', 'Port Hole Of The Kelp, The', 'Porthole In The Kelp, The', 'Porthole Of Kelp, The', 'Sheaf Of Wheat, The']"
264,Lanigan's Ball,"['Brothers In York', ""Bullockies' Ball, The"", 'Domhnull An Dannsair', 'Domhull An Dannsair', ""Flannigan's Ball"", ""Lanagan's Ball"", ""Lannigan's Ball"", 'Robbin Powers Fancy', 'Unplugged And Plowed']"
265,"Cobbler's, The","['Cobbler, The', ""Din Tarrant's"", 'High Point', ""John O'Leary's"", ""O'Keeffe's"", ""Padraig O'Keefe's"", ""Padraig O'Keeffe's""]"
266,James Byrne's,"[""Byrne's Quick Step"", ""Byrne's Quickstep"", ""Paddy Hiudai's"", ""Paddy Hudai's"", ""Paddy Hudie's""]"
267,Launching The Boat,"['Launching Of The Boat', 'Launching Of The Boat, The', 'Launching The Boat, The', 'Seoladh An Bháid']"
269,"Maid I Never Forgot, The","[""Girl I'll Ne'er Forget, The"", ""Gorman's"", ""Maid I Ne'er Forgot, The"", 'Maid I Never Forgot, The', 'Old Joker, The', 'Stone Ditch, The']"
270,Bobby Casey's,"['Crosses At Annagh, The', 'Crosses Of Annagh', 'Hump In The Bed, The', ""Tommy People's Favourite""]"
271,Brian Boru's March,"[""Brian Barou's"", ""Brian Bohru's"", 'Brian Boru', ""Brian Boru's"", 'Tullinahaw']"
272,Rickett's,"['Aldridge, The', 'Bottom Of The Punch Bowl', 'Manchester, The', 'Pibddawns Aldridge', 'Pibddawns Wrecsam', ""Ricket's"", 'Rickets', 'Ricketts', ""Sailor's, The"", 'Spanish, The', 'Wrexham, The', 'Y Bibddawns Sbaenig', 'Yarmouth, The']"
273,"Castle, The","[""Gallagher's"", 'Lonely, The', ""Martin's"", ""Sean Ryan's""]"
274,"Blockers, The","[""Sean Ryan's""]"
276,Another Jig Will Do,"['Any Old Jig Will Do', 'Whiskey And Beer']"
277,"Britches, The",['Leather Britches']
278,Johnny Allen's,"['An Bhean Tincéara', 'An Bhean Tinceare', 'Ban Tinceiri', ""Bean A' Tinc"", 'Bean Tinceara', ""Tinker's Wife, The"", ""Tinkerman's Wife, The""]"
